,SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE,payout_per_s
5,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,1,17-Jun-2021,-,19-Jun-2021,30-Jun-2021,25
6,TATASTEEL,Tata Steel Limited,EQ, Dividend - Rs 10 Per Share,1,06-Aug-2020,-,08-Aug-2020,20-Aug-2020,10
7,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend - Rs 13 Per Share,1,04-Jul-2019,-,06-Jul-2019,19-Jul-2019,13
8,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting / Dividend- Rs 10 Per Share,1,05-Jul-2018,-,07-Jul-2018,20-Jul-2018,10
10,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend - Rs 10/- Per Share,1,20-Jul-2017,-,22-Jul-2017,08-Aug-2017,10
11,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend Rs 8/- Per Share,1,28-Jul-2016,-,30-Jul-2016,12-Aug-2016,8
12,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting / Dividend - Rs. 8/- Per Share,1,23-Jul-2015,-,25-Jul-2015,12-Aug-2015,8
13,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting / Dividend - Rs.10/- Per Ordinary Share,1,14-Jul-2014,-,16-Jul-2014,22-Jul-2014,10
14,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting / Dividend - Rs.8/- Per Ordinary Share,1,15-Jul-2013,-,17-Jul-2013,23-Jul-2013,8
15,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend Rs 12 Per Share,1,16-Jul-2012,-,18-Jul-2012,24-Jul-2012,12
16,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend Rs 12 Per Share,1,04-Jul-2011,-,06-Jul-2011,12-Jul-2011,12
17,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting And Dividend Rs.8/- Per Share,1,12-Jul-2010,-,14-Jul-2010,20-Jul-2010,8
18,TATASTEEL,Tata Steel Limited,EQ,Agm/Div-Rs.16/- Per Share,1,06-Jul-2009,-,08-Jul-2009,14-Jul-2009,16
19,TATASTEEL,Tata Steel Limited,EQ,Agm/Dividend - 160%,1,18-Jul-2008,-,22-Jul-2008,31-Jul-2008,
0,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 11 Per Share,1,15-Oct-2025,15-Oct-2025,-,-,11
1,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 11 Per Share,1,16-Jul-2025,16-Jul-2025,-,-,11
2,TCS,Tata Consultancy Services Limited,EQ,Dividend - Rs 30 Per Share,1,04-Jun-2025,04-Jun-2025,-,-,30
3,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 10 Per Share Special Dividend - Rs 66 Per Share,1,17-Jan-2025,17-Jan-2025,-,-,10
4,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 10 Per Share,1,18-Oct-2024,18-Oct-2024,-,-,10
5,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 10 Per Share,1,19-Jul-2024,20-Jul-2024,-,-,10
6,TCS,Tata Consultancy Services Limited,EQ,Dividend - Rs 28 Per Share,1,16-May-2024,16-May-2024,-,-,28
7,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 9 Per Share Special Dividend - Rs 18 Per Share,1,19-Jan-2024,19-Jan-2024,-,-,9
9,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 9 Per Share,1,19-Oct-2023,19-Oct-2023,-,-,9
10,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 9 Per Share,1,20-Jul-2023,20-Jul-2023,-,-,9
11,TCS,Tata Consultancy Services Limited,EQ,Dividend - Rs 24 Per Share,1,15-Jun-2023,15-Jun-2023,-,-,24
12,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 8 Per Share Special Dividend - Rs 67 Per Share,1,16-Jan-2023,17-Jan-2023,-,-,8
13,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 8 Per Share,1,17-Oct-2022,18-Oct-2022,-,-,8
14,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend- Rs 8 Per Share,1,14-Jul-2022,16-Jul-2022,-,-,8
15,TCS,Tata Consultancy Services Limited,EQ,Dividend - Rs 22 Per Share,1,25-May-2022,26-May-2022,-,-,22
17,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 7 Per Share,1,19-Jan-2022,20-Jan-2022,-,-,7
18,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 7 Per Share,1,14-Oct-2021,19-Oct-2021,-,-,7
19,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 7 Per Share,1,15-Jul-2021,16-Jul-2021,-,-,7
0,TECHM,Tech Mahindra Limited,EQ,Interim Dividend - Rs 15 Per Share,5,20-Oct-2025,21-Oct-2025,-,-,15
1,TECHM,Tech Mahindra Limited,EQ,Dividend - Rs 30 Per Share,5,04-Jul-2025,04-Jul-2025,-,-,30
2,TECHM,Tech Mahindra Limited,EQ,Interim Dividend - Rs 15 Per Share,5,31-Oct-2024,01-Nov-2024,-,-,15
3,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Dividend - Rs 28 Per Share,5,19-Jul-2024,-,20-Jul-2024,26-Jul-2024,28
4,TECHM,Tech Mahindra Limited,EQ,Interim Dividend - Rs 12 Per Share,5,02-Nov-2023,02-Nov-2023,-,-,12
5,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Dividend - Rs  32 Per Share,5,21-Jul-2023,-,22-Jul-2023,27-Jul-2023,32
6,TECHM,Tech Mahindra Limited,EQ,Special Dividend - Rs 18 Per Share,5,09-Nov-2022,10-Nov-2022,-,-,18
7,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Special Dividend - Rs 15 Per Share/Dividend - Rs 15 Per Share,5,21-Jul-2022,-,23-Jul-2022,26-Jul-2022,15
8,TECHM,Tech Mahindra Limited,EQ, Special Dividend - Rs 15 Per Share,5,02-Nov-2021,05-Nov-2021,-,-,15
9,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend - Rs 15 Per Share Special Dividend 15 Per Share,5,23-Jul-2021,-,27-Jul-2021,30-Jul-2021,15
10,TECHM,Tech Mahindra Limited,EQ, Special Dividend - Rs 15 Per Share,5,29-Oct-2020,02-Nov-2020,-,-,15
11,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend - Rs 5 Per Share,5,23-Jul-2020,-,25-Jul-2020,28-Jul-2020,5
12,TECHM,Tech Mahindra Limited,EQ, Interim Dividend - Rs 10 Per Share,5,02-Mar-2020,03-Mar-2020,-,-,10
13,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend Rs 14 Per Share,5,25-Jul-2019,-,27-Jul-2019,31-Jul-2019,14
15,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend- Rs 14 Per Share,5,26-Jul-2018,-,28-Jul-2018,31-Jul-2018,14
16,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/ Dividend -Rs 9/- Per Share,5,27-Jul-2017,-,29-Jul-2017,01-Aug-2017,9
17,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Final Dividend Rs 6/- Per Share And Special Dividend Rs 6/- Per Share,5,28-Jul-2016,-,30-Jul-2016,02-Aug-2016,6
18,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/ Dividend - Rs 6/- Per Share,5,23-Jul-2015,-,25-Jul-2015,28-Jul-2015,6
0,TITAN,Titan Company Limited,EQ,Dividend - Rs 11 Per Share,1,08-Jul-2025,08-Jul-2025,-,-,11
1,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 11 Per Share,1,27-Jun-2024,-,28-Jun-2024,12-Jul-2024,11
2,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,1,13-Jul-2023,-,14-Jul-2023,01-Aug-2023,10
3,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 7.50 Per Share,1,08-Jul-2022,-,12-Jul-2022,26-Jul-2022,7.50
4,TITAN,Titan Company Limited,EQ, Annual General Meeting/Dividend - Rs 4 Per Share,1,22-Jul-2021,-,24-Jul-2021,02-Aug-2021,4
5,TITAN,Titan Company Limited,EQ, Annual General Meeting/Dividend - Rs 4 Per Share,1,03-Aug-2020,-,05-Aug-2020,11-Aug-2020,4
6,TITAN,Titan Company Limited,EQ, Annual General Meeting/ Dividend - Rs 5 Per Share,1,29-Jul-2019,-,31-Jul-2019,06-Aug-2019,5
7,TITAN,Titan Company Limited,EQ, Annual General Meeting/Dividend- Rs 3.75 Per Share,1,23-Jul-2018,-,25-Jul-2018,03-Aug-2018,3.75
8,TITAN,Titan Company Limited,EQ, Dividend - Rs 2.60 Per Share,1,24-Jul-2017,-,26-Jul-2017,03-Aug-2017,2.60
10,TITAN,Titan Company Limited,EQ, Interim Dividend - Rs 2.20/- Per Share (Purpose Revised),1,22-Mar-2016,24-Mar-2016,-,-,2.20
11,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 2.30/- Per Share,1,17-Jul-2015,-,21-Jul-2015,31-Jul-2015,2.30
12,TITAN,Titan Company Limited,EQ,Annual General Meeting / Dividend - Rs 2.10/- Per Share,1,15-Jul-2014,-,17-Jul-2014,01-Aug-2014,2.10
13,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend Rs 2.10/- Per Share,1,16-Jul-2013,-,18-Jul-2013,01-Aug-2013,2.10
14,TITAN,Titan Company Limited,EQ,Annual General Meeting /Dividend Rs. 1.75 Per Share,1,13-Jul-2012,-,17-Jul-2012,31-Jul-2012,1.75
15,TITAN,Titan Company Limited,EQ,Dividend-Rs.1.25 Per Share,1,22-Jul-2011,-,26-Jul-2011,28-Jul-2011,1.25
17,TITAN,Titan Company Limited,EQ,Dividend-Rs.15/- Per Share,1,09-Jul-2010,-,13-Jul-2010,27-Jul-2010,15
18,TITAN,Titan Company Limited,EQ,Agm/Div-Rs.10/- Per Share,1,10-Jul-2009,-,14-Jul-2009,27-Jul-2009,10
19,TITAN,Titan Company Limited,EQ,Agm/Dividend - 80%,1,15-Jul-2008,-,17-Jul-2008,31-Jul-2008,
0,ULTRACEMCO,UltraTech Cement Limited,EQ,Dividend - Rs 77.50 Per Sh,10,25-Jul-2025,25-Jul-2025,-,-,77.50
1,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs 70 Per Share,10,30-Jul-2024,-,31-Jul-2024,14-Aug-2024,70
2,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs  38 Per Share,10,27-Jul-2023,-,28-Jul-2023,11-Aug-2023,38
3,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs 38 Per Share,10,02-Aug-2022,-,04-Aug-2022,17-Aug-2022,38
4,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend - Rs 37 Per Share,10,02-Aug-2021,-,04-Aug-2021,18-Aug-2021,37
5,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend - Rs 13 Per Share,10,29-Jul-2020,-,31-Jul-2020,12-Aug-2020,13
6,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend - Rs 11.50 Per Share,10,10-Jul-2019,-,12-Jul-2019,18-Jul-2019,11.50
7,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend- Rs 10.50 Per Share,10,10-Jul-2018,-,12-Jul-2018,18-Jul-2018,10.50
8,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend  - Rs 10 Per Share,10,10-Jul-2017,-,12-Jul-2017,18-Jul-2017,10
9,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/ Dividend  -Rs 9.50/- Per Share,10,04-Jul-2016,-,07-Jul-2016,19-Jul-2016,9.50
10,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/ Dividend - Rs 9/- Per Share,10,14-Aug-2015,-,18-Aug-2015,28-Aug-2015,9
11,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs.9/- Per Share,10,24-Jul-2014,-,26-Jul-2014,06-Aug-2014,9
12,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting And Dividend Rs.9/- Per Share,10,17-Jul-2013,-,19-Jul-2013,29-Jul-2013,9
13,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting And Dividend Rs.8/- Per Share,10,17-Aug-2012,-,22-Aug-2012,30-Aug-2012,8
14,ULTRACEMCO,UltraTech Cement Limited,EQ,Dividend Rs 6 Per Share,10,25-Aug-2011,-,27-Aug-2011,09-Sep-2011,6
15,ULTRACEMCO,UltraTech Cement Limited,EQ,Final Dividend-Rs.6/- Per Share,10,21-Jun-2010,-,23-Jun-2010,30-Jun-2010,6
16,ULTRACEMCO,UltraTech Cement Limited,EQ,Agm/Div-Rs.5/- Per Share,10,09-Jul-2009,-,11-Jul-2009,21-Jul-2009,5
17,ULTRACEMCO,UltraTech Cement Limited,EQ,Agm/Dividend - 50%,10,09-Jul-2008,-,11-Jul-2008,18-Jul-2008,
0,UPL,UPL Limited,EQ,Dividend - Rs 6 Per Share,2,11-Jul-2025,11-Jul-2025,-,-,6
2,UPL,UPL Limited,EQ,Dividend - Re 1 Per Share,2,12-Aug-2024,-,13-Aug-2024,27-Aug-2024,1
3,UPL,UPL Limited,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,2,03-Aug-2023,-,04-Aug-2023,18-Aug-2023,10
4,UPL,UPL Limited,EQ,Dividend - Rs 10 Per Share,2,27-Jul-2022,-,29-Jul-2022,12-Aug-2022,10
5,UPL,UPL Limited,EQ, Dividend - Rs 10 Per Share,2,14-Jul-2021,-,16-Jul-2021,04-Aug-2021,10
6,UPL,UPL Limited,EQ, Dividend - Rs 6 Per Sh,2,19-Aug-2020,-,21-Aug-2020,31-Aug-2020,6
8,UPL,UPL Limited,EQ, Dividend - Rs 8 Per Share,2,28-May-2019,29-May-2019,-,-,8
9,UPL,UPL Limited,EQ, Annual General Meeting/Dividend- Rs 8 Per Share,2,09-Aug-2018,-,11-Aug-2018,23-Aug-2018,8
10,UPL,UPL Limited,EQ, Annual General Meeting/Dividend-Rs 7 Per Share,2,22-Jun-2017,-,24-Jun-2017,08-Jul-2017,7
11,UPL,UPL Limited,EQ, Annual General Meeting/ Dividend - Rs 5/- Per Share,2,16-Jun-2016,-,18-Jun-2016,29-Jun-2016,5
12,UPL,UPL Limited,EQ,Annual General Meeting/Dividend - Rs 5/- Per Share,2,16-Jul-2015,-,18-Jul-2015,30-Jul-2015,5
13,UPL,UPL Limited,EQ,Annual General Meeting/Dividend Rs.4/- Per Share,2,07-Aug-2014,-,09-Aug-2014,22-Aug-2014,4
14,UPL,UPL Limited,EQ,Annual General Meeting / Dividend - Rs 2.50/- Per Share,2,04-Jul-2013,-,06-Jul-2013,19-Jul-2013,2.50
15,UPL,UPL Limited,EQ,Annual General Meeting/ Dividend Of Rs.0.50/- Per Share,2,12-Jul-2012,-,14-Jul-2012,27-Jul-2012,0.50
16,UPL,UPL Limited,EQ,Interim Dividend Rs.2/- Per Share (Purpose Revised),2,03-Apr-2012,07-Apr-2012,-,-,2
17,UPL,UPL Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,2,14-Jul-2011,-,16-Jul-2011,26-Jul-2011,2
18,UPL,UPL Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,2,26-Aug-2010,-,28-Aug-2010,08-Sep-2010,2
19,UPL,UPL Limited,EQ,Agm/Div-Rs.1.50 Per Share,2,03-Sep-2009,-,05-Sep-2009,18-Sep-2009,1.50
0,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 16 Per Share,1,26-Aug-2025,27-Aug-2025,-,-,16
1,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 7 Per Share,1,24-Jun-2025,24-Jun-2025,-,-,7
2,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 8.50 Per Share,1,24-Dec-2024,24-Dec-2024,-,-,8.50
3,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 20 Per Share,1,10-Sep-2024,10-Sep-2024,-,-,20
4,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 4 Per Share,1,02-Aug-2024,03-Aug-2024,-,-,4
6,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 11 Per Share,1,24-May-2024,25-May-2024,-,-,11
7,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 11 Per Share,1,27-Dec-2023,27-Dec-2023,-,-,11
9,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 18.50 Per Share,1,30-May-2023,30-May-2023,-,-,18.50
10,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 20.50 Per Share,1,06-Apr-2023,07-Apr-2023,-,-,20.50
11,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 12.50 Per Share,1,03-Feb-2023,04-Feb-2023,-,-,12.50
12,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 17.50 Per Share,1,29-Nov-2022,30-Nov-2022,-,-,17.50
14,VEDL,Vedanta Limited,EQ,Interim Dividend- Rs 19.50 Per Share,1,26-Jul-2022,27-Jul-2022,-,-,19.50
15,VEDL,Vedanta Limited,EQ,Interim Dividend - Rs 31.5 Per Share,1,06-May-2022,09-May-2022,-,-,31.5
16,VEDL,Vedanta Limited,EQ,Interim Dividend,1,09-Mar-2022,10-Mar-2022,-,-,
17,VEDL,Vedanta Limited,EQ, Interim Dividend - Rs  13.50 Per Share,1,17-Dec-2021,20-Dec-2021,-,-,13.50
18,VEDL,Vedanta Limited,EQ, Interim Dividend - Rs 18.50 Per Share,1,08-Sep-2021,09-Sep-2021,-,-,18.50
0,WIPRO,Wipro Limited,EQ,Interim Dividend - Rs 5 Per Share,2,28-Jul-2025,28-Jul-2025,-,-,5
1,WIPRO,Wipro Limited,EQ,Interim Dividend - Rs 6 Per Share,2,28-Jan-2025,28-Jan-2025,-,-,6
4,WIPRO,Wipro Limited,EQ,Interim Dividend - Re 1 Per Share,2,24-Jan-2024,24-Jan-2024,-,-,1
7,WIPRO,Wipro Limited,EQ,Interim Dividend - Re  1 Per Share,2,24-Jan-2023,25-Jan-2023,-,-,1
9,WIPRO,Wipro Limited,EQ,Interim Dividend - Rs 5 Per Share,2,05-Apr-2022,06-Apr-2022,-,-,5
10,WIPRO,Wipro Limited,EQ,Interim Dividend - Re 1 Per Share,2,21-Jan-2022,24-Jan-2022,-,-,1
12,WIPRO,Wipro Limited,EQ, Interim Dividend - Re 1 Per Share,2,22-Jan-2021,25-Jan-2021,-,-,1
15,WIPRO,Wipro Limited,EQ, Interim Dividend - Re 1 Per Share,2,24-Jan-2020,27-Jan-2020,-,-,1
18,WIPRO,Wipro Limited,EQ, Interim Dividend - Re 1 Per Share,2,29-Jan-2019,30-Jan-2019,-,-,1
0,YESBANK,Yes Bank Limited,EQ, Annual General Meeting/ Dividend - Rs 2 Per Share,2,03-Jun-2019,-,06-Jun-2019,12-Jun-2019,2
1,YESBANK,Yes Bank Limited,EQ, Annual General Meeting / Dividend- Rs 2.7 Per Share,2,04-Jun-2018,-,06-Jun-2018,12-Jun-2018,2.7
3,YESBANK,Yes Bank Limited,EQ, Annual General Meeting/Dividend - Rs 12/- Per Share,2,29-May-2017,-,31-May-2017,06-Jun-2017,12
4,YESBANK,Yes Bank Limited,EQ, Annual General Meeting/ Dividend - Rs 10/- Per Share,2,30-May-2016,-,01-Jun-2016,07-Jun-2016,10
5,YESBANK,Yes Bank Limited,EQ,Annual General Meeting/ Dividend - Rs 9/- Per Share,2,21-May-2015,-,25-May-2015,06-Jun-2015,9
6,YESBANK,Yes Bank Limited,EQ,Annual General Meeting And Dividend Rs.8 Per Share,2,29-May-2014,-,02-Jun-2014,14-Jun-2014,8
7,YESBANK,Yes Bank Limited,EQ,Annual General Meeting / Final Dividend Rs.6/- Per Equity Share,2,23-May-2013,-,27-May-2013,08-Jun-2013,6
8,YESBANK,Yes Bank Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,2,05-Jul-2012,-,09-Jul-2012,14-Jul-2012,4
9,YESBANK,Yes Bank Limited,EQ,Annual General Meeting And Dividend Rs.2.50 Per Share,2,17-Jun-2011,-,21-Jun-2011,28-Jun-2011,2.50
10,YESBANK,Yes Bank Limited,EQ,Annual General Meeting And Dividend Rs.1.50 Per Share,2,24-Jun-2010,-,28-Jun-2010,02-Jul-2010,1.50
0,ZEEL,Zee Entertainment Enterprises Limited,EQ,Dividend - Rs 2.43 Per Share,1,29-Aug-2025,29-Aug-2025,-,-,2.43
1,ZEEL,Zee Entertainment Enterprises Limited,EQ,Dividend - Re 1 Per Share,1,08-Nov-2024,08-Nov-2024,-,-,1
2,ZEEL,Zee Entertainment Enterprises Limited,EQ,Annual General Meeting/Dividend - Rs 3 Per Share,1,15-Sep-2022,16-Sep-2022,-,-,3
3,ZEEL,Zee Entertainment Enterprises Limited,EQ, Annual General Meeting/Dividend - Rs 2.50 Per Share,1,02-Sep-2021,03-Sep-2021,-,-,2.50
4,ZEEL,Zee Entertainment Enterprises Limited,EQ, Annual General Meeting/Dividend - Rs 0.30 Per Share,1,10-Sep-2020,11-Sep-2020,-,-,0.30
5,ZEEL,Zee Entertainment Enterprises Limited,EQ, Annual General Meeting/ Dividend - Rs 3.50 Per Share,1,15-Jul-2019,16-Jul-2019,-,-,3.50
6,ZEEL,Zee Entertainment Enterprises Limited,EQ, Annual General Meeting / Dividend- Rs 2.90 Per Share,1,09-Jul-2018,10-Jul-2018,-,-,2.90
7,ZEEL,Zee Entertainment Enterprises Limited,EQ, Annual General Meeting/Dividend - Rs 2.50 Per Share,1,05-Jul-2017,06-Jul-2017,-,-,2.50
8,ZEEL,Zee Entertainment Enterprises Limited,EQ, Annual General Meeting/ Dividend -Rs 2.25/- Per Share,1,21-Jul-2016,22-Jul-2016,-,-,2.25
9,ZEEL,Zee Entertainment Enterprises Limited,EQ,Annual General Meeting / Dividend - Rs 2.25/- Per Share,1,09-Jul-2015,-,11-Jul-2015,15-Jul-2015,2.25
10,ZEEL,Zee Entertainment Enterprises Limited,EQ,Annual General Meeting / Dividend - Rs 2/- Per Share,1,10-Jul-2014,-,12-Jul-2014,18-Jul-2014,2
12,ZEEL,Zee Entertainment Enterprises Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,1,11-Jul-2013,-,13-Jul-2013,19-Jul-2013,2
13,ZEEL,Zee Entertainment Enterprises Limited,EQ,Annual General Meeting And Dividend - Re.1.50 Per Share,1,05-Jul-2012,-,07-Jul-2012,13-Jul-2012,1.50
14,ZEEL,Zee Entertainment Enterprises Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,1,28-Jul-2011,-,30-Jul-2011,05-Aug-2011,2
16,ZEEL,Zee Entertainment Enterprises Limited,EQ,Annual General Meeting / Dividend Rs.2/- Per Share / Scheme Of Arrangement,1,07-Oct-2010,-,09-Oct-2010,12-Oct-2010,2
18,ZEEL,Zee Entertainment Enterprises Limited,EQ,Agm/Div-Rs.2/- Per Share,1,06-Aug-2009,-,10-Aug-2009,18-Aug-2009,2
19,ZEEL,Zee Entertainment Enterprises Limited,EQ,Agm/Dividend-200%,1,17-Jul-2008,-,19-Jul-2008,23-Jul-2008,
